split,book,system_folder,pipeline,model,pipeline_model,system_name,metric,score,higher_is_better,num_scored_segments,num_filtered_segments,num_available_segments,path
dev,the_books_of_jacob,the_books_of_jacob_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,metricx-qe,6.059084485317099,False,116,0,116,results_all_metrics/dev/the_books_of_jacob/the_books_of_jacob/the_books_of_jacob_pipeline1_gpt54_high/segment_scores.jsonl
dev,the_books_of_jacob,the_books_of_jacob_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,comet22,0.7819932038834951,True,103,1,104,results_all_metrics/dev/the_books_of_jacob/the_books_of_jacob/the_books_of_jacob_pipeline2_gemini/segment_scores.jsonl
dev,the_books_of_jacob,the_books_of_jacob_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,cometkiwi,0.7081910714285715,True,112,1,113,results_all_metrics/dev/the_books_of_jacob/the_books_of_jacob/the_books_of_jacob_pipeline2_gemini/segment_scores.jsonl
dev,the_books_of_jacob,the_books_of_jacob_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,metricx,5.9609255766974085,False,113,1,114,results_all_metrics/dev/the_books_of_jacob/the_books_of_jacob/the_books_of_jacob_pipeline2_gemini/segment_scores.jsonl
dev,the_books_of_jacob,the_books_of_jacob_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,metricx-qe,5.651733842103377,False,115,1,116,results_all_metrics/dev/the_books_of_jacob/the_books_of_jacob/the_books_of_jacob_pipeline2_gemini/segment_scores.jsonl
dev,the_books_of_jacob,the_books_of_jacob_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,comet22,0.7690086538461538,True,104,0,104,results_all_metrics/dev/the_books_of_jacob/the_books_of_jacob/the_books_of_jacob_pipeline2_gpt54_high/segment_scores.jsonl
dev,the_books_of_jacob,the_books_of_jacob_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,cometkiwi,0.7043087719298246,True,114,0,114,results_all_metrics/dev/the_books_of_jacob/the_books_of_jacob/the_books_of_jacob_pipeline2_gpt54_high/segment_scores.jsonl
dev,the_books_of_jacob,the_books_of_jacob_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,metricx,6.478831414329378,False,114,0,114,results_all_metrics/dev/the_books_of_jacob/the_books_of_jacob/the_books_of_jacob_pipeline2_gpt54_high/segment_scores.jsonl
dev,the_books_of_jacob,the_books_of_jacob_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,metricx-qe,6.080850031869165,False,116,0,116,results_all_metrics/dev/the_books_of_jacob/the_books_of_jacob/the_books_of_jacob_pipeline2_gpt54_high/segment_scores.jsonl
dev,the_books_of_jacob,the_books_of_jacob_pipeline3,pipeline3,,pipeline3,pipeline3,comet22,0.762188349514563,True,103,1,104,results_all_metrics/dev/the_books_of_jacob/the_books_of_jacob/the_books_of_jacob_pipeline3/segment_scores.jsonl
dev,the_books_of_jacob,the_books_of_jacob_pipeline3,pipeline3,,pipeline3,pipeline3,cometkiwi,0.6961883928571428,True,112,1,113,results_all_metrics/dev/the_books_of_jacob/the_books_of_jacob/the_books_of_jacob_pipeline3/segment_scores.jsonl
dev,the_books_of_jacob,the_books_of_jacob_pipeline3,pipeline3,,pipeline3,pipeline3,metricx,6.619344803875527,False,113,1,114,results_all_metrics/dev/the_books_of_jacob/the_books_of_jacob/the_books_of_jacob_pipeline3/segment_scores.jsonl
dev,the_books_of_jacob,the_books_of_jacob_pipeline3,pipeline3,,pipeline3,pipeline3,metricx-qe,6.243036465022875,False,115,1,116,results_all_metrics/dev/the_books_of_jacob/the_books_of_jacob/the_books_of_jacob_pipeline3/segment_scores.jsonl
dev,the_city_and_its_uncertain_walls,the_city_and_its_uncertain_walls_ht,ht,,ht,ht,cometkiwi,0.7965698795180723,True,166,0,166,results_all_metrics/dev/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls_ht/segment_scores.jsonl
dev,the_city_and_its_uncertain_walls,the_city_and_its_uncertain_walls_ht,ht,,ht,ht,metricx-qe,3.9413039745336556,False,166,0,166,results_all_metrics/dev/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls_ht/segment_scores.jsonl
dev,the_city_and_its_uncertain_walls,the_city_and_its_uncertain_walls_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,comet22,0.8477253012048193,True,166,0,166,results_all_metrics/dev/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls_pipeline1_gemini/segment_scores.jsonl
dev,the_city_and_its_uncertain_walls,the_city_and_its_uncertain_walls_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,cometkiwi,0.8166469879518072,True,166,0,166,results_all_metrics/dev/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls_pipeline1_gemini/segment_scores.jsonl
dev,the_city_and_its_uncertain_walls,the_city_and_its_uncertain_walls_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,metricx,3.5686264063220428,False,166,0,166,results_all_metrics/dev/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls_pipeline1_gemini/segment_scores.jsonl
dev,the_city_and_its_uncertain_walls,the_city_and_its_uncertain_walls_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,metricx-qe,3.512442859540503,False,166,0,166,results_all_metrics/dev/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls_pipeline1_gemini/segment_scores.jsonl
dev,the_city_and_its_uncertain_walls,the_city_and_its_uncertain_walls_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,comet22,0.8527357575757576,True,165,1,166,results_all_metrics/dev/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls_pipeline1_gpt54_high/segment_scores.jsonl
dev,the_city_and_its_uncertain_walls,the_city_and_its_uncertain_walls_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,cometkiwi,0.8103157575757576,True,165,1,166,results_all_metrics/dev/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls_pipeline1_gpt54_high/segment_scores.jsonl
dev,the_city_and_its_uncertain_walls,the_city_and_its_uncertain_walls_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,metricx,3.7231256792039584,False,165,1,166,results_all_metrics/dev/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls_pipeline1_gpt54_high/segment_scores.jsonl
dev,the_city_and_its_uncertain_walls,the_city_and_its_uncertain_walls_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,metricx-qe,3.7632148020195237,False,165,1,166,results_all_metrics/dev/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls_pipeline1_gpt54_high/segment_scores.jsonl
dev,the_city_and_its_uncertain_walls,the_city_and_its_uncertain_walls_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,comet22,0.8444915151515152,True,165,1,166,results_all_metrics/dev/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls_pipeline2_gemini/segment_scores.jsonl
dev,the_city_and_its_uncertain_walls,the_city_and_its_uncertain_walls_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,cometkiwi,0.814379393939394,True,165,1,166,results_all_metrics/dev/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls_pipeline2_gemini/segment_scores.jsonl
dev,the_city_and_its_uncertain_walls,the_city_and_its_uncertain_walls_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,metricx,3.638857340812683,False,165,1,166,results_all_metrics/dev/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls_pipeline2_gemini/segment_scores.jsonl
dev,the_city_and_its_uncertain_walls,the_city_and_its_uncertain_walls_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,metricx-qe,3.5709640275348318,False,165,1,166,results_all_metrics/dev/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls_pipeline2_gemini/segment_scores.jsonl
dev,the_city_and_its_uncertain_walls,the_city_and_its_uncertain_walls_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,comet22,0.8477518292682926,True,164,2,166,results_all_metrics/dev/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls_pipeline2_gpt54_high/segment_scores.jsonl
dev,the_city_and_its_uncertain_walls,the_city_and_its_uncertain_walls_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,cometkiwi,0.8150804878048781,True,164,2,166,results_all_metrics/dev/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls_pipeline2_gpt54_high/segment_scores.jsonl
dev,the_city_and_its_uncertain_walls,the_city_and_its_uncertain_walls_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,metricx,3.6745516236235454,False,164,2,166,results_all_metrics/dev/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls_pipeline2_gpt54_high/segment_scores.jsonl
dev,the_city_and_its_uncertain_walls,the_city_and_its_uncertain_walls_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,metricx-qe,3.588943896860611,False,164,2,166,results_all_metrics/dev/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls_pipeline2_gpt54_high/segment_scores.jsonl
dev,the_city_and_its_uncertain_walls,the_city_and_its_uncertain_walls_pipeline3,pipeline3,,pipeline3,pipeline3,comet22,0.8441145454545455,True,165,1,166,results_all_metrics/dev/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls_pipeline3/segment_scores.jsonl
dev,the_city_and_its_uncertain_walls,the_city_and_its_uncertain_walls_pipeline3,pipeline3,,pipeline3,pipeline3,cometkiwi,0.8109036363636364,True,165,1,166,results_all_metrics/dev/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls_pipeline3/segment_scores.jsonl
dev,the_city_and_its_uncertain_walls,the_city_and_its_uncertain_walls_pipeline3,pipeline3,,pipeline3,pipeline3,metricx,3.9199092774680167,False,165,1,166,results_all_metrics/dev/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls_pipeline3/segment_scores.jsonl
dev,the_city_and_its_uncertain_walls,the_city_and_its_uncertain_walls_pipeline3,pipeline3,,pipeline3,pipeline3,metricx-qe,3.7633771618207295,False,165,1,166,results_all_metrics/dev/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls/the_city_and_its_uncertain_walls_pipeline3/segment_scores.jsonl
dev,the_deserters,the_deserters_ht,ht,,ht,ht,cometkiwi,0.763032558139535,True,172,0,172,results_all_metrics/dev/the_deserters/the_deserters/the_deserters_ht/segment_scores.jsonl
dev,the_deserters,the_deserters_ht,ht,,ht,ht,metricx-qe,4.979364787076795,False,172,0,172,results_all_metrics/dev/the_deserters/the_deserters/the_deserters_ht/segment_scores.jsonl
dev,the_deserters,the_deserters_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,comet22,0.8414911764705884,True,170,0,170,results_all_metrics/dev/the_deserters/the_deserters/the_deserters_pipeline1_gemini/segment_scores.jsonl
dev,the_deserters,the_deserters_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,cometkiwi,0.7731994186046511,True,172,0,172,results_all_metrics/dev/the_deserters/the_deserters/the_deserters_pipeline1_gemini/segment_scores.jsonl
dev,the_deserters,the_deserters_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,metricx,4.13838261877035,False,172,0,172,results_all_metrics/dev/the_deserters/the_deserters/the_deserters_pipeline1_gemini/segment_scores.jsonl
dev,the_deserters,the_deserters_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,metricx-qe,4.900984027357989,False,172,0,172,results_all_metrics/dev/the_deserters/the_deserters/the_deserters_pipeline1_gemini/segment_scores.jsonl
dev,the_deserters,the_deserters_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,comet22,0.8227958579881657,True,169,1,170,results_all_metrics/dev/the_deserters/the_deserters/the_deserters_pipeline1_gpt54_high/segment_scores.jsonl
dev,the_deserters,the_deserters_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,cometkiwi,0.7650134502923976,True,171,1,172,results_all_metrics/dev/the_deserters/the_deserters/the_deserters_pipeline1_gpt54_high/segment_scores.jsonl
dev,the_deserters,the_deserters_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,metricx,4.498454451822398,False,171,1,172,results_all_metrics/dev/the_deserters/the_deserters/the_deserters_pipeline1_gpt54_high/segment_scores.jsonl
dev,the_deserters,the_deserters_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,metricx-qe,5.078609493740818,False,171,1,172,results_all_metrics/dev/the_deserters/the_deserters/the_deserters_pipeline1_gpt54_high/segment_scores.jsonl
dev,the_deserters,the_deserters_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,comet22,0.8407254437869823,True,169,1,170,results_all_metrics/dev/the_deserters/the_deserters/the_deserters_pipeline2_gemini/segment_scores.jsonl
dev,the_deserters,the_deserters_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,cometkiwi,0.7765093567251461,True,171,1,172,results_all_metrics/dev/the_deserters/the_deserters/the_deserters_pipeline2_gemini/segment_scores.jsonl
dev,the_deserters,the_deserters_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,metricx,4.07548318646456,False,171,1,172,results_all_metrics/dev/the_deserters/the_deserters/the_deserters_pipeline2_gemini/segment_scores.jsonl
dev,the_deserters,the_deserters_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,metricx-qe,4.827226813773663,False,171,1,172,results_all_metrics/dev/the_deserters/the_deserters/the_deserters_pipeline2_gemini/segment_scores.jsonl
dev,the_deserters,the_deserters_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,comet22,0.83427,True,170,0,170,results_all_metrics/dev/the_deserters/the_deserters/the_deserters_pipeline2_gpt54_high/segment_scores.jsonl
dev,the_deserters,the_deserters_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,cometkiwi,0.7660424418604651,True,172,0,172,results_all_metrics/dev/the_deserters/the_deserters/the_deserters_pipeline2_gpt54_high/segment_scores.jsonl
dev,the_deserters,the_deserters_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,metricx,4.351154576120681,False,172,0,172,results_all_metrics/dev/the_deserters/the_deserters/the_deserters_pipeline2_gpt54_high/segment_scores.jsonl
dev,the_deserters,the_deserters_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,metricx-qe,4.9855527766915255,False,172,0,172,results_all_metrics/dev/the_deserters/the_deserters/the_deserters_pipeline2_gpt54_high/segment_scores.jsonl
dev,the_deserters,the_deserters_pipeline3,pipeline3,,pipeline3,pipeline3,comet22,0.8359886904761905,True,168,1,169,results_all_metrics/dev/the_deserters/the_deserters/the_deserters_pipeline3/segment_scores.jsonl
dev,the_deserters,the_deserters_pipeline3,pipeline3,,pipeline3,pipeline3,cometkiwi,0.7686947368421052,True,171,1,172,results_all_metrics/dev/the_deserters/the_deserters/the_deserters_pipeline3/segment_scores.jsonl
dev,the_deserters,the_deserters_pipeline3,pipeline3,,pipeline3,pipeline3,metricx,4.335793947877242,False,171,1,172,results_all_metrics/dev/the_deserters/the_deserters/the_deserters_pipeline3/segment_scores.jsonl
dev,the_deserters,the_deserters_pipeline3,pipeline3,,pipeline3,pipeline3,metricx-qe,4.955113447897616,False,171,1,172,results_all_metrics/dev/the_deserters/the_deserters/the_deserters_pipeline3/segment_scores.jsonl
dev,the_night_of_baba_yaga,the_night_of_baba_yaga_ht,ht,,ht,ht,cometkiwi,0.6703359649122808,True,114,0,114,results_all_metrics/dev/the_night_of_baba_yaga/the_night_of_baba_yaga/the_night_of_baba_yaga_ht/segment_scores.jsonl
dev,the_night_of_baba_yaga,the_night_of_baba_yaga_ht,ht,,ht,ht,metricx-qe,6.268615427247265,False,114,0,114,results_all_metrics/dev/the_night_of_baba_yaga/the_night_of_baba_yaga/the_night_of_baba_yaga_ht/segment_scores.jsonl
dev,the_night_of_baba_yaga,the_night_of_baba_yaga_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,comet22,0.7733303571428571,True,112,2,114,results_all_metrics/dev/the_night_of_baba_yaga/the_night_of_baba_yaga/the_night_of_baba_yaga_pipeline1_gemini/segment_scores.jsonl
dev,the_night_of_baba_yaga,the_night_of_baba_yaga_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,cometkiwi,0.7721283185840708,True,113,2,115,results_all_metrics/dev/the_night_of_baba_yaga/the_night_of_baba_yaga/the_night_of_baba_yaga_pipeline1_gemini/segment_scores.jsonl
dev,the_night_of_baba_yaga,the_night_of_baba_yaga_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,metricx,5.20844946375915,False,112,2,114,results_all_metrics/dev/the_night_of_baba_yaga/the_night_of_baba_yaga/the_night_of_baba_yaga_pipeline1_gemini/segment_scores.jsonl
dev,the_night_of_baba_yaga,the_night_of_baba_yaga_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,metricx-qe,3.953631187434745,False,113,2,115,results_all_metrics/dev/the_night_of_baba_yaga/the_night_of_baba_yaga/the_night_of_baba_yaga_pipeline1_gemini/segment_scores.jsonl
dev,the_night_of_baba_yaga,the_night_of_baba_yaga_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,comet22,0.7635138888888889,True,108,6,114,results_all_metrics/dev/the_night_of_baba_yaga/the_night_of_baba_yaga/the_night_of_baba_yaga_pipeline1_gpt54_high/segment_scores.jsonl
dev,the_night_of_baba_yaga,the_night_of_baba_yaga_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,cometkiwi,0.7530504587155963,True,109,6,115,results_all_metrics/dev/the_night_of_baba_yaga/the_night_of_baba_yaga/the_night_of_baba_yaga_pipeline1_gpt54_high/segment_scores.jsonl
dev,the_night_of_baba_yaga,the_night_of_baba_yaga_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,metricx,5.9135318486778825,False,108,6,114,results_all_metrics/dev/the_night_of_baba_yaga/the_night_of_baba_yaga/the_night_of_baba_yaga_pipeline1_gpt54_high/segment_scores.jsonl
dev,the_night_of_baba_yaga,the_night_of_baba_yaga_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,metricx-qe,4.758109435575817,False,109,6,115,results_all_metrics/dev/the_night_of_baba_yaga/the_night_of_baba_yaga/the_night_of_baba_yaga_pipeline1_gpt54_high/segment_scores.jsonl
dev,the_night_of_baba_yaga,the_night_of_baba_yaga_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,comet22,0.7782144230769231,True,104,10,114,results_all_metrics/dev/the_night_of_baba_yaga/the_night_of_baba_yaga/the_night_of_baba_yaga_pipeline2_gemini/segment_scores.jsonl
dev,the_night_of_baba_yaga,the_night_of_baba_yaga_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,cometkiwi,0.7648857142857143,True,105,10,115,results_all_metrics/dev/the_night_of_baba_yaga/the_night_of_baba_yaga/the_night_of_baba_yaga_pipeline2_gemini/segment_scores.jsonl
dev,the_night_of_baba_yaga,the_night_of_baba_yaga_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,metricx,5.233159044614205,False,104,10,114,results_all_metrics/dev/the_night_of_baba_yaga/the_night_of_baba_yaga/the_night_of_baba_yaga_pipeline2_gemini/segment_scores.jsonl
dev,the_night_of_baba_yaga,the_night_of_baba_yaga_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,metricx-qe,4.207049776826586,False,105,10,115,results_all_metrics/dev/the_night_of_baba_yaga/the_night_of_baba_yaga/the_night_of_baba_yaga_pipeline2_gemini/segment_scores.jsonl
dev,the_night_of_baba_yaga,the_night_of_baba_yaga_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,comet22,0.7750834862385321,True,109,5,114,results_all_metrics/dev/the_night_of_baba_yaga/the_night_of_baba_yaga/the_night_of_baba_yaga_pipeline2_gpt54_high/segment_scores.jsonl
dev,the_night_of_baba_yaga,the_night_of_baba_yaga_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,cometkiwi,0.7605418181818182,True,110,5,115,results_all_metrics/dev/the_night_of_baba_yaga/the_night_of_baba_yaga/the_night_of_baba_yaga_pipeline2_gpt54_high/segment_scores.jsonl
dev,the_night_of_baba_yaga,the_night_of_baba_yaga_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,metricx,5.624843508825389,False,109,5,114,results_all_metrics/dev/the_night_of_baba_yaga/the_night_of_baba_yaga/the_night_of_baba_yaga_pipeline2_gpt54_high/segment_scores.jsonl
dev,the_night_of_baba_yaga,the_night_of_baba_yaga_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,metricx-qe,4.496816936406222,False,110,5,115,results_all_metrics/dev/the_night_of_baba_yaga/the_night_of_baba_yaga/the_night_of_baba_yaga_pipeline2_gpt54_high/segment_scores.jsonl
dev,the_night_of_baba_yaga,the_night_of_baba_yaga_pipeline3,pipeline3,,pipeline3,pipeline3,comet22,0.759217857142857,True,112,2,114,results_all_metrics/dev/the_night_of_baba_yaga/the_night_of_baba_yaga/the_night_of_baba_yaga_pipeline3/segment_scores.jsonl
dev,the_night_of_baba_yaga,the_night_of_baba_yaga_pipeline3,pipeline3,,pipeline3,pipeline3,cometkiwi,0.7466238938053097,True,113,2,115,results_all_metrics/dev/the_night_of_baba_yaga/the_night_of_baba_yaga/the_night_of_baba_yaga_pipeline3/segment_scores.jsonl
dev,the_night_of_baba_yaga,the_night_of_baba_yaga_pipeline3,pipeline3,,pipeline3,pipeline3,metricx,6.111008107662201,False,112,2,114,results_all_metrics/dev/the_night_of_baba_yaga/the_night_of_baba_yaga/the_night_of_baba_yaga_pipeline3/segment_scores.jsonl
dev,the_night_of_baba_yaga,the_night_of_baba_yaga_pipeline3,pipeline3,,pipeline3,pipeline3,metricx-qe,4.817615562835626,False,113,2,115,results_all_metrics/dev/the_night_of_baba_yaga/the_night_of_baba_yaga/the_night_of_baba_yaga_pipeline3/segment_scores.jsonl
dev,the_old_fire,the_old_fire_ht,ht,,ht,ht,cometkiwi,0.7196533333333334,True,60,0,60,results_all_metrics/dev/the_old_fire/the_old_fire/the_old_fire_ht/segment_scores.jsonl
dev,the_old_fire,the_old_fire_ht,ht,,ht,ht,metricx-qe,5.417846130331357,False,60,0,60,results_all_metrics/dev/the_old_fire/the_old_fire/the_old_fire_ht/segment_scores.jsonl
dev,the_old_fire,the_old_fire_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,comet22,0.7859321428571429,True,56,4,60,results_all_metrics/dev/the_old_fire/the_old_fire/the_old_fire_pipeline1_gemini/segment_scores.jsonl
dev,the_old_fire,the_old_fire_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,cometkiwi,0.7827428571428571,True,56,4,60,results_all_metrics/dev/the_old_fire/the_old_fire/the_old_fire_pipeline1_gemini/segment_scores.jsonl
dev,the_old_fire,the_old_fire_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,metricx,5.6701016420764585,False,56,4,60,results_all_metrics/dev/the_old_fire/the_old_fire/the_old_fire_pipeline1_gemini/segment_scores.jsonl
dev,the_old_fire,the_old_fire_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,metricx-qe,4.88014105707407,False,56,4,60,results_all_metrics/dev/the_old_fire/the_old_fire/the_old_fire_pipeline1_gemini/segment_scores.jsonl
dev,the_old_fire,the_old_fire_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,comet22,0.7764516666666667,True,60,0,60,results_all_metrics/dev/the_old_fire/the_old_fire/the_old_fire_pipeline1_gpt54_high/segment_scores.jsonl
dev,the_old_fire,the_old_fire_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,cometkiwi,0.78962,True,60,0,60,results_all_metrics/dev/the_old_fire/the_old_fire/the_old_fire_pipeline1_gpt54_high/segment_scores.jsonl
dev,the_old_fire,the_old_fire_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,metricx,5.862246163437764,False,60,0,60,results_all_metrics/dev/the_old_fire/the_old_fire/the_old_fire_pipeline1_gpt54_high/segment_scores.jsonl
dev,the_old_fire,the_old_fire_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,metricx-qe,4.983711955944697,False,60,0,60,results_all_metrics/dev/the_old_fire/the_old_fire/the_old_fire_pipeline1_gpt54_high/segment_scores.jsonl
dev,the_old_fire,the_old_fire_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,comet22,0.7901105263157894,True,57,3,60,results_all_metrics/dev/the_old_fire/the_old_fire/the_old_fire_pipeline2_gemini/segment_scores.jsonl
dev,the_old_fire,the_old_fire_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,cometkiwi,0.793919298245614,True,57,3,60,results_all_metrics/dev/the_old_fire/the_old_fire/the_old_fire_pipeline2_gemini/segment_scores.jsonl
dev,the_old_fire,the_old_fire_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,metricx,5.317124320226803,False,57,3,60,results_all_metrics/dev/the_old_fire/the_old_fire/the_old_fire_pipeline2_gemini/segment_scores.jsonl
